Bezeichnung;Code
Kunststofftechniker/-technikerin - alle Fachrichtungen	22103
Kunststofftechnologe/-technologin	22102
Kunststofftiefzieher/in	22102
Kunststoffverarbeiter/in	22102
Kunststoffverarbeitungshelfer/in	22101
Kunststoffverarbeitungstechniker/in	22103
Kunststoffverformer/in	22102
Kunststoffwarenmacher/in	22102
Kunststoffwerker/in (Kunststoffhersteller)	22102
Kunststopfer/in	28122
Kunsttherapeut/in	81743
Kunsttischler/in	22342
Kunsttöpfer/in	93412
Kunstverglaser/in	21342
Kunstverleger/in	92394
Kunstwissenschaftler/in	94704
Kunstzeichner/in	93323
Küper/in	51332
Küpermeister/in (Böttcherhandwerk)	22393
Kupferhammerschmied/in	24412
Kupferklempner/in	34202
Kupferschmied/in	34342
Kupferschmiedehelfer/in	34201
Kupferschmiedemeister/in	34393
Kurator/in	94704
Kurbelwellendreher/in	24232
Kurdirektor/in	63194
Kurhausbesitzer/in	63294
Kurierdienstfahrer/in	52182
Kurierfahrer/in	52182
Kursberater/in	72124
Kürschner/in	28342
Kürschnermeister/in/B. Prof. Kürschner-Handwerk	28393
Kursleiter/in - Atemtherapie	84484
Kursleiter/in - Gemeindekrankenpflege	84483
Kursportlehrer/in	84583
Kurssportlehrer/in	84503
Kurzschriftlehrer/in	84213
Küstenfischer/in (Matrose/Matrosin)	11422
Küstenfischermeister/in	11493
Küstenschiffer/in	52413
Küstenschutzarbeiter/in	32262
Küster/in	83382
Kutschenmacher/in	22382
Kutscher/in	11342
Kutterfischer/in (Krabbenfischerei)	11422
Kuvertmaschinenarbeiter/in	23101
Kuvertstanzer/in	23101
Kybernetiker/in	26384
Kybernetikingenieur/in	26384
Kynopädagoge/-pädagogin	11582
Laborant/in - Analytik	41322
Laborant/in - Apotheke	81822
Laborant/in - Baustoffprüfung	41432
Laborant/in - Chemie	41322
Laborant/in - Eisenmetallurgie	41322
Laborant/in - Farben und Lacke	22222
Laborant/in - Geologie und Mineralogie	42112
Laborant/in - Glas und Keramik	41322
Laborant/in - Lebensmittel	41322
Laborant/in - Nichteisenmetallurgie	41322
Laborant/in - pharmazeutisches Labor	81822
Laborant/in - Physik	41412
Laborant/in - Synthese	41322
Laborant/in - Textil	41322
Laborarzt/-ärztin	81214
Laborassistent/in - Biologie	41212
Laborassistent/in - Chemie	41322
Laborassistent/in - Pharmalabor	81822
Laborassistent/in - Physik	41412
Laborassistent/in - Werkstoffprüfung	41422
Laboratoriumsingenieur/in (Chemie)	41324
Laboratoriumsmediziner/in	81214
Laborbäcker/in	29222
Laborelektromechaniker/in	26382
Laborfachkraft (Papier-, Zellstoffindustrie)	23112
Laborgeräteelektromechaniker/in	26382
Laborgeräteelektroniker/in	26382
Laborhelfer/in - Chemie	41311
Laboringenieur/in (Chemie)	41324
Laboringenieur/in (FS)	82503
Laborleiter/in	41294
Laborleiter/in - Biologie	41294
Laborleiter/in - Chemieindustrie	41394
Laborleiter/in - Keramik	21493
Laborleiter/in - Medizinisch-technisches Labor	81294
Laborleiter/in - Metallographie	41494
Laborleiter/in - Milchwirtschaft	41294
Laborleiter/in - Otoplastik	82594
Laborleiter/in - Physikalisches Labor	41494
Laborleiter/in - Werkstoffprüfung (Metalltechnik)	41494
Laborleiter/in - Werkstofftechnik	41494
Laborleiter/in - Zahnlabor	82594
Laborleiter/in/Chemiker/in (Uni)	41394
Labormeister/in	41393
Labormeister/in - Milchindustrie	41293
Labortechniker/in - Biologie	41213
Labortechniker/in - Chemie	41323
Labortechniker/in - umweltschutztechnische Messungen	42203
Labortierpfleger/in	11582
Lack- und Farbtechniker/in - Betriebstechnik	22203
Lackfachberater/in	62262
Lackierer/in - Holz und Metall	22202
Lackierer/in - Metall	22202
Lackierer/in - Spritzlackierung	22202
Lackierer/in - Tauchlackierung	22202
Lackiererhelfer/in	33211
Lackierermeister/in	33293
Lackiermaschinenführer/in	22202
Lacklaborant/in	22222
Ladeaufseher/in	51393
Ladebetriebsleiter/in	51393
Ladekranführer/in	52532
Lademeister/in	51393
Lademeister/in (Hafen)	51393
Ladenbauer/in	22342
Ladenbautechniker/in	22343
Ladendetektiv/in	53152
Ladenfleischer/in	29232
Ladenkassierer/in	62112
Ladenklempner/in	34202
Lader/in (Schiffsgut)	51332
Lader/in (Transport)	51312
Laderaupenführer/in	52522
Laderführer/in	52522
Ladungsmakler/in	51653
Lagenbildleger/in	28221
Lagenleger/in (Bekleidungsindustrie)	28221
Lager- und Transportarbeiter/in	51311
Lagerarbeiter/in	51311
Lagerdisponent/in	51312
Lagerfacharbeiter/in	51312
Lagerfachhelfer/in (§66 BBiG/§42m HWO)	51312
Lagerfachkraft	51312
Lagerhalter/in	51312
Lagerhalter/in - Schiff	51193
Lagerhelfer/in	51311
Lagerist/in	51312
Lagerleiter/in (Warenlager)	51393
Lagermeister/in	51393
Lagersteiger/in	21113
Lagerverwalterhelfer/in	51311
Lagerwirtschaftsmeister/in	51393
Laktationsberater/in	81352
Lamellenschichter/in	26301
Laminierer/in (Kunststoffverarbeitung)	22102
Lampenreiniger/in	54101
Lampenwärter/in (Leuchtfeuerwärter/in)	51242
Land- und Baumaschinenmechaniker/in	25222
Land- und Baumaschinenmechatroniker/in	25222
Land-/Baumasch.mechatronikermeister/in/B. Prof. Land/Bau.Hw.	25293
Landarbeiter/in	11101
Landarbeitsaufseher/in	11193
Landbäcker/in	29222
Landbauberater/in	11103
Landbauingenieur/in	11114
Landbautechniker/in	11113
Landbauwirtschafter/in	11193
Länderreferent/in (Außenwirtschaft)	61213
Länderreferent/in (Bank)	72113
Landesbischof/-bischöfin	83394
Landeskultur- und Umweltschutzingenieur/in	11724
Landeskulturingenieur/in	11724
Landespfleger/in (Uni)	12144
Landestrainer/in (Segeln)	84583
Landgewinnungsarbeiter/in	32262
Landkartenaufzieher/in	23422
Landkartendrucker/in	23412
Landkartenzeichner/in	31222
Landmaschinen- und Traktorenschlosser/in	25222
Landmaschinenbauer/in	25222
Landmaschinenfacharbeiter/in	25222
Landmaschinenführer/in	52512
Landmaschinenhandwerker/in	25222
Landmaschineninstandsetzer/in	25222
Landmaschinenmechaniker/in	25222
Landmaschinenmechanikerhelfer/in	25201
Landmaschinenreparateur/in	25222
Landmaschinenschlosser/in	25222
Landmaschinenschlossermeister/in	25293
Landmaschinentechniker/in	25223
Landschafts- und Freiraumplaner/in	12144
Landschaftsarbeiter/in	12101
Landschaftsarchitekt/in	12144
Landschaftsbaumeister/in	12193
Landschaftsbautechniker/in	12143
Landschaftsgärtner/in	12142
Landschaftsgestalter/in	12143
Landschaftsmodellbauer/in	27232
Landschaftsökologe/-ökologin	11724
Landschaftsökologietechniker/in	11723
Landschaftspfleger/in	11723
Landschaftspfleger/in (Fachagrarwirt/in)	11723
Landschaftsplaner/in	12144
Landtechnikberater/in	11113
Landtechniker/in	11113
Landwirt/in	11102
Landwirt/in (administrativ/beratend tätig)	11103
Landwirtschaftliche(r) Gehilf(e/in) (Verwaltung)	11101
Landwirtschaftliche/r Arbeiter/in	11101
Landwirtschaftliche/r Betriebsberater/in	11103
Landwirtschaftliche/r Betriebshelfer/in	11102
Landwirtschaftliche/r Betriebsleiter/in	11194
Landwirtschaftliche/r Brennmeister/in	29193
Landwirtschaftliche/r Facharbeiter/In	11102
Landwirtschaftliche/r Fachberater/in	11103
Landwirtschaftliche/r Gehilfe/Gehilfin	11102
Landwirtschaftliche/r Gutachter/in	11123
Landwirtschaftliche/r Labortechniker/in	11133
Landwirtschaftliche/r Rechnungsführer/in	72213
Landwirtschaftliche/r Sachverständige/r	11123
Landwirtschaftliche/r Verwalter/in	11194
Landwirtschaftlich-technische/r Laborant/in	11132
Landwirtschaftsberater/in	11103
Landwirtschaftshelfer/in	11101
Landwirtschaftsingenieur/in	11104
Landwirtschaftslehrer/in	84213
Landwirtschaftsleiter/in	11194
Landwirtschaftsmeister/in	11193
Landwirtschaftstechniker/in	11113
Landwirtschaftswerker/in (§66 BBiG/§42m HWO)	11102
Landzusteller/in	51322
Langdrehautomatendreher/in	24232
Langhobler/in	24232
Langlauflehrer/in	84583
Langsiebmaschinenführer/in (Papier-, Zellstoffherstellung)	23112
Languettensticker/in	28112
Läpper/in	24222
Lascher/in (Hafen)	51332
Laserdruck-Operator/in (Druckvorlagenherstellung)	23212
Laseringenieur/in	24244
Laserschweißer/in	24422
Laserstrahlfachkraft	24243
Laserstrahlfachmann/-frau	24243
Lasertechniker/in	24243
Lasertechnische/r Assistent/in	24243
Lastkraftwagenfahrer/in	52122
Lastkraftwagenmechaniker/in	25212
Lastverteiler/in (Elektrizitätsversorgung)	26233
Lastwagenfahrlehrer/in	84513
Lastwagensattler/in	28322
Latinist/in	91174
Laufdreher/in	24232
Laufmacher/in	24522
Laufschlosser/in	24522
Lautenbauer/in	93612
Lautenlehrer/in	84414
Lawinenschutzbauarbeiter/in	32262
Layouter/in - Elektrotechnik	26323
Layoutgrafiker/in	23223
Layouttechniker/in - IC-Fertigung	26323
Lean-Manager/in	71314
Leasing-Berater/in	72183
Leasingfachwirt/in	72183
Leasingkreditspezialist/in	72183
Lebensberater/in	83154
Lebensmittelchemielaborant/in	41322
Lebensmittelchemiker/in	41384
Lebensmittelchemiker/in (Uni)	41384
Lebensmittelfachkraft	29202
Lebensmittelfachverkäufer/in	62302
Lebensmittelhändler/in (Einzelhandel)	62302
Lebensmittelhersteller/in	29202
Lebensmittelherstellerhelfer/in	29201
Lebensmittelingenieur/in	29204
Lebensmittelkontrollassistent/in	53332
Lebensmittelkontrolleur/in	53333
Lebensmittellaborant/in	41322
Lebensmittelproduktionstechniker/in	29203
Lebensmittelprüfer/in	53333
Lebensmittelsachverständige/r	29204
Lebensmitteltechniker/in - Bäckereitechnik	29223
Lebensmitteltechniker/in - Feinkost und Fertiggerichte	29283
Lebensmitteltechniker/in - Fischtechnik	29243
Lebensmitteltechniker/in - Fleischereitechnik	29233
Lebensmitteltechniker/in - Küchentechnik	29203
Lebensmitteltechniker/in - Lebensmittelverpackung	23123
Lebensmitteltechniker/in - Systemgastronomie	29203
Lebensmitteltechnische/r Assistent/in	29202
Lebensmittelverarbeiter/in	29202
Lebensmittelverarbeitungstechniker/in	29203
Lebensmittelverfahrenstechniker/in	29203
Lebensmittelverkäufer/in	62302
Lebensmittelverpackungstechniker/in	23123
Lebkuchenbäcker/in	29222
Leckageorter/in	34212
Lederausschneider/in	28322
Lederbekleidungsnäher/in, -schneider/in	28222
Lederdesigner/in	28314
Lederdrucker/in	23412
Lederfärber/in	28312
Ledergerber/in	28312
Lederherstellerhelfer/in	28301
Lederhosenschneider/in	28222
Lederingenieur/in	28314
Lederkleber/in	28322
Lederkleber/in, Ledernieter/in	28322
Ledernäher/in	28322
Ledernieter/in	28322
Lederrestaurator/in	28313
Lederschärfer/in	28322
Lederschneider/in	28222
Ledersohlenstanzer/in	28332
Lederstanzer/in	28322
Lederstepper/in	28322
Ledertechniker/in (staatl.gepr. )	28313
Ledertechniker/Ledertechnikerin - alle Fachrichtungen	28313
Lederübernehmer/in	28313
Lederverarbeiterhelfer/in	28301
Lederverarbeitungstechniker/in	28313
Lederwalker/in	28312
Lederwarenfachberater/in	62212
Lederwarenstepper/in	28322
Lederwarenverkäufer/in	62212
Lederwarenzuarbeiter/in	28301
Lederwarenzurichter/in	28322
Lederzurichter/in	28312
Lederzuschneider/in	28322
Legasthenietherapeut/in	81723
Lehmaufbereiter/in	24101
Lehmformer/in	24142
Lehmkernmacher/in	24142
Lehramtsanwärter/in	84124
Lehrarzthelfer/in	84213
Lehrassistent/in - Funktionsdiagnostik	84213
Lehrassistent/in - Radiologie	84213
Lehrassistent/in - Zytologie	84213
Lehrbaumeister/in	84223
Lehrbeauftragte/r - Bildungseinrichtung (Musikberufe)	84304
Lehrbeauftragte/r - Studienseminar	84144
Lehrenbauer/in	24522
Lehrenbohrwerkdreher/in	24232
Lehrenformer/in	24142
Lehrer/in	84124
Lehrer/in - Alexander-Technik	84553
Lehrer/in - allgemeinbildende Schulen	84124
Lehrer/in - Altenpflege	84213
Lehrer/in - Arbeitserziehung	84214
Lehrer/in - Begabtenförderung	84134
Lehrer/in - Bergführer/innenausbildung	84213
Lehrer/in - berufliche Schulen	84214
Lehrer/in - Berufsbildende Schulen	84214
Lehrer/in - Berufsschulen	84214
Lehrer/in - Bothmergymnastik	81783
Lehrer/in - chinesische Bewegungskunst	84553
Lehrer/in - Deutsch als Fremdsprache	84454
Lehrer/in - Diätassistenz	84213
Lehrer/in - Ergotherapie	84213
Lehrer/in - Erwachsenenbildung	84404
Lehrer/in - Fachpraxis	84214
Lehrer/in - Fachschulen der Seefahrt	84214
Lehrer/in - Fachschulen für Nautik	84214
Lehrer/in - Fechten	84583
Lehrer/in - Förderschulen	84134
Lehrer/in - Forstfachschulen	84213
Lehrer/in - Fußpflege	84213
Lehrer/in - Gesamtschulen	84124
Lehrer/in - Gesundheitsfachberufe	84213
Lehrer/in - Grundschulen	84114
Lehrer/in - Gymnasien	84124
Lehrer/in - Hauptschulen (Sekundarstufe I)	84124
Lehrer/in - Haus- und Familienpflege	84213
Lehrer/in - Hauswirtschaft	84213
Lehrer/in - Hebammenschulen	84213
Lehrer/in - Heileurythmie	84213
Lehrer/in - Heilpraktikerausbildungsstätten	84213
Lehrer/in - Informationstechnik	84444
Lehrer/in - Informationsverarbeitung	84444
Lehrer/in - kaufmännische Fächer	84214
Lehrer/in - Krankengymnastik	84213
Lehrer/in - Krankenpflegeschulen	84213
Lehrer/in - Kunsttherapie	84213
Lehrer/in - Kurzschrift	84213
Lehrer/in - Landwirtschaft	84213
Lehrer/in - Logopädie	84213
Lehrer/in - medizinisch-technische Assistenzberufe	84213
Lehrer/in - Musikalische Früherziehung	84414
Lehrer/in - Musikalische Grundausbildung	84414
Lehrer/in - Pflegeberufe	84213
Lehrer/in - Physiotherapie	84213
Lehrer/in - Real-/Mittelschulen (Sekundarstufe I)	84124
Lehrer/in - Rettungsdienst	84213
Lehrer/in - Rhythmik	84414
Lehrer/in - rhythmisch-musikalische Erziehung	84414
Lehrer/in - Schularten der Sekundarstufe I	84124
Lehrer/in - Schule für Arbeitserziehung	84214
Lehrer/in - Sekundarstufe I an Realschulen	84124
Lehrer/in - Sekundarstufe II, allgemeinbildendes Schulwesen	84124
Lehrer/in - Sonderpädagogik	84134
Lehrer/in - Sonderschulen	84134
Lehrer/in - Stimmbildung und Sprachheilkunde	84213
Lehrer/in - Stützunterricht	84134
Lehrer/in - Tanz und tänzerische Gymnastik	84533
Lehrer/in - Tanzsport	84533
Lehrer/in - untere Klassen	84114
Lehrer/in - Waldarbeiterschulen	84213
Lehrer/in - Waldorfschulen	84124
Lehrer/in (staatl.gepr.) - Tänzerische Gymnastik u. Sport	84533
Lehrer/in (Uni) - Gesamtschulen	84124
Lehrer/in an berufsbildenden Schulen (Gesundheit)	84213
Lehrer/in/Dozent/in - Erwachsenenbildung	84404
Lehreurythmist/in	84213
Lehrgruppenleiter/in	84404
Lehrkardiotechniker/in	84213
Lehrkraft - Altenpflegeschulen	84213
Lehrkraft - Atem-, Sprech-, Stimmlehrer/innen	84213
Lehrkraft - Beschäftigungs- u. Arbeitstherapie	84213
Lehrkraft - Bildungszentrum/Fachbereich Finanzen	84304
Lehrkraft - Desinfektorenschulen	84213
Lehrkraft - Deutsche Bundesbank	84304
Lehrkraft - Diätassistenten	84213
Lehrkraft - DV	84444
Lehrkraft - Erwachsenenbildung	84404
Lehrkraft - Fachschulen - Dorfhelfer/innen	84213
Lehrkraft - FH Finanzen	84304
Lehrkraft - FH Kriminaldienst - Länder	84304
Lehrkraft - Fußpflege	84213
Lehrkraft - Gesang	84414
Lehrkraft - Haus- u. Familienpflegeschulen	84213
Lehrkraft - Heilerziehungspflege	84213
Lehrkraft - Heilpädagogik	84213
Lehrkraft - Jazz-Dance	84533
Lehrkraft - Kosmetik	84213
Lehrkraft - Medizintechnik	84484
Lehrkraft - Mittlerer Polizeivollzugsdienst	84213
Lehrkraft - Motopädie/Bewegungstherapie an Berufsb. Schulen	84213
Lehrkraft - Naturwissenschaften und Technik	84214
Lehrkraft - Pharmazieberufe	84213
Lehrkraft - Physiotherapie	84213
Lehrkraft - Schulen im Gesundheitswesen	84213
Lehrkraft - Sprachtherapie	84213
Lehrkraft - Tierwirtschaftliche Aus- u. Weiterbildung	84223
Lehrkraft (g.D.) - Landesfinanzschulen	84304
Lehrkraft für besondere Aufgaben - Hochschulen	84304
Lehrlogopäde/-logopädin	84213
Lehrmasseur/in	84213
Lehrorthoptist/in	84213
Lehrpurser/-purserette - Flugbegleitung	84223
Lehrrettungsassistent/in	84213
Lehrschweißer/in	84223
Lehrtherapeut/in	84213
Lehrwart/in (Tanzsport)	84533
Leibwächter/in	53111
Leichenbestatter/in	82402
Leichenwärter/in	82402
Leichenwäscher/in	82402
Leichtflugzeugbauer/in	25232
Leichtmatrose/-matrosin (Seeschifffahrt)	51132
Leichtmetallbautechniker/in	24413
Leichtmetallgießer/in	24132
Leichtmetallschmied/in	24412
Leichttaucher/in	24432
Leierbauer/in	93612
Leierkastenmann/-frau	94382
Leinenbleicher/in	28142
Leinenmangler/in	54101
Leinenwarenbleicher/in	28142
Leistenarbeiter/in (Holz, Kunststoff)	22301
Leistenvergolder/in	93342
Leistungsprüfer/in (Tierzucht)	11213
Leistungssachbearbeiter/in (Krankenversicherung)	72132
Leitende Pflegefachkraft	81393
Leitende(r) Assistent/in - Funktionsdiagnostik	81222
Leitende(r) Assistent/in - Medizinisch-techn. Labor	81212
Leitende(r) Assistent/in - Veterinärmedizin	81242
Leitende(r) Lehrassistent/in	84213
Leitende/r Arzt/Ärztin	81494
Leitende/r Assistent/in - Radiologie	81232
Leitende/r Direktor/in - Sparkassendienst	72194
Leitende/r Einkäufer/in	61113
Leitende/r Gesundheits- und Krankenschwester/-pfleger	81393
Leitende/r Gymnastiklehrer/in	84583
Leitende/r Hausmeister/in	34193
Leitende/r Haustechniker/in	34193
Leitende/r Notarmitarbeiter/in	73113
Leitende/r Physiotherapeut/in	81794
Leitende/r Redakteur/in	92494
Leitende/r Schwester/Pfleger (Kinderkrankenpflege)	81393
Leitende/r Technische/r Zeichner/in	27212
Leitender Entbindungspfleger/Leitende Hebamme	81393
Leitender Unterrichtspfleger/Leitende Unterrichtsschwester	84213
Leiter/in - Altenpflegeeinrichtung	82194
Leiter/in - ambulante Pflegedienste	81394
Leiter/in - ambulante Sozialdienste	83194
Leiter/in - Anwendungsentwicklung (EDV)	43494
Leiter/in - Arbeitsvorbereitung	27394
Leiter/in - Asset Management	72194
Leiter/in - Aus- und Weiterbildung	71514
Leiter/in - Ausbildungswesen	71514
Leiter/in - Bäderbetrieb	53194
Leiter/in - Beherbergungsbetrieb	63294
Leiter/in - Behinderteneinrichtung	83194
Leiter/in - Benutzerservicezentrum (EDV)	43294
Leiter/in - berufliche Fort- und Weiterbildung	71514
Leiter/in - berufliche Fortbildungseinrichtung	84294
Leiter/in - Berufsbildung	71514
Leiter/in - Beschaffungswesen	61194
Leiter/in - Bestattungsunternehmen	82494
Leiter/in - betriebliche Aus- und Weiterbildung	71514
Leiter/in - Betriebliche Instandhaltung	25194
Leiter/in - Betriebliche Instandhaltung (Chemieindustrie)	25194
Leiter/in - Betriebliche Instandhaltung (Druckindustrie)	25194
Leiter/in - Betriebliche Instandhaltung (Elektroindustrie)	25194
Leiter/in - Betriebliche Instandhaltung (Fahrzeugindustrie)	25194
Leiter/in - Betriebliche Instandhaltung (Getränkeindustrie)	25194
Leiter/in - Betriebliche Instandhaltung (Glas/KeramInd.)	25194
Leiter/in - Betriebliche Instandhaltung (Holzindustrie)	25194
Leiter/in - Betriebliche Instandhaltung (Kunststoffind.)	25194
Leiter/in - Betriebliche Instandhaltung (Lebensmittelind.)	25194
Leiter/in - Betriebliche Instandhaltung (Maschinenbau)	25194
Leiter/in - Betriebliche Instandhaltung (Optische Ind.)	25194
Leiter/in - Betriebliche Instandhaltung (Textilindustrie)	25194
Leiter/in - Betriebliche Instandhaltung (Versorgungstechnik)	25194
Leiter/in - betriebliches Bildungswesen (Bausparkasse)	71514
Leiter/in - Biogasanlagen	26293
Leiter/in - Brand Management	92194
Leiter/in - Controlling	72294
Leiter/in - Diakoniestation	81394
Leiter/in - Digitalisierung	71394
Leiter/in - Einkauf	61194
Leiter/in - Endaufmachung (Maschenindustrie)	28194
Leiter/in - Engineering	27394
Leiter/in - Eurythmieschule	84294
Leiter/in - Export	61194
Leiter/in - Film- und Fernsehproduktion	94493
Leiter/in - Finanz- und Rechnungswesen	72294
Leiter/in - Finanzbuchhaltung	72294
Leiter/in - Forschung und Entwicklung	27194
Leiter/in - Forschungsgruppe	27104
Leiter/in - Fußpflegeschule	84294
Leiter/in - Galvanikabteilung	24393
Leiter/in - Gastronomiebetrieb	63394
Leiter/in - Gaststätte	63394
Leiter/in - Haus- und Familienpflegeschule	84294
Leiter/in - Immobilienmanagement	61394
Leiter/in - Informatik	43194
Leiter/in - Informations-/Cybersicherheit	43394
Leiter/in - Informationsmanagement	43194
Leiter/in - Innovationsmanagement	27194
Leiter/in - Instrumentalabteilung (Musikschule)	84494
Leiter/in - IT	43394
Leiter/in - Jugendbildungsstätte	84494
Leiter/in - Key Account Management	92194
Leiter/in - kirchliche Bildungsstätte (Kath. Kirchendienst)	84494
Leiter/in - Konservenherstellung	29294
Leiter/in - Konstruktion	27294
Leiter/in - Konzernrevision	72294
Leiter/in - Kostenrechnung	72294
Leiter/in - Krankenhausbetriebstechnik	34193
Leiter/in - Kundendienst (kaufmännisch)	61194
Leiter/in - Kundendienst (technisch)	25194
Leiter/in - Kundendienst-/Reparaturwerkstatt (Elektromech.)	25194
Leiter/in - Lagerwirtschaft	51394
Leiter/in - Lagerwirtschaft/Materialwirtschaft	51394
Leiter/in - Laienmusizieren	94134
Leiter/in - Logistik	51694
Leiter/in - Lohn- u. Gehaltsabrechnung	72294
Leiter/in - Marketing	92194
Leiter/in - Marketing Kommunikation	92194
Leiter/in - Markt (Banken)	72194
Leiter/in - Marktfolge (Banken)	72194
Leiter/in - Maschinenabteilung (Bergbaumaschinentechnik)	21194
Leiter/in - Maschinenanlagen	51133
Leiter/in - Maschinenanlagen (FH)	51134
Leiter/in - Maschinenanlagen (FS)	51133
Leiter/in - Materialwirtschaft	51694
Leiter/in - Medizincontrolling	82214
Leiter/in - Museum	94794
Leiter/in - Musikschule	84494
Leiter/in - Oberflächentechnik	24393
Leiter/in - Operationsdienst	81394
Leiter/in - Personal	71594
